employee_id,function_id,status
E044,uren_produksjon,qualified
E045,ren_arbeidsbord,qualified
E045,uren_produksjon,qualified
E046,ren_arbeidsbord,qualified
E046,steril_produksjon,qualified
E046,uren_produksjon,qualified
E047,ren_arbeidsbord,qualified
E047,steril_produksjon,qualified
E047,uren_produksjon,qualified
E048,ren_arbeidsbord,qualified
E048,steril_produksjon,qualified
E048,uren_produksjon,qualified
E049,ren_arbeidsbord,qualified
E049,steril_produksjon,qualified
E049,uren_produksjon,qualified
E050,ren_arbeidsbord,qualified
E050,uren_produksjon,qualified
E051,ren_arbeidsbord,qualified
E051,steril_produksjon,qualified
E051,uren_produksjon,qualified
E052,ren_arbeidsbord,qualified
E052,steril_produksjon,qualified
E052,uren_produksjon,qualified
E053,ren_arbeidsbord,qualified
E053,uren_produksjon,qualified
E054,ren_arbeidsbord,qualified
E054,uren_produksjon,qualified
E055,uren_produksjon,qualified
E056,ren_arbeidsbord,qualified
E056,uren_produksjon,qualified
E057,ren_arbeidsbord,qualified
E057,uren_produksjon,qualified
E058,ren_arbeidsbord,qualified
E058,uren_produksjon,qualified
E059,ren_arbeidsbord,qualified
E059,steril_produksjon,qualified
E059,uren_produksjon,qualified
E060,steril_produksjon,qualified
E061,steril_produksjon,qualified
E061,utpost_gastrolab,qualified
E061,utpost_kir_pol,qualified
E062,steril_produksjon,qualified
E063,steril_produksjon,qualified
E064,ren_arbeidsbord,qualified
E064,steril_produksjon,qualified
E064,uren_produksjon,qualified
E065,steril_produksjon,qualified
E066,ren_arbeidsbord,qualified
E067,ren_arbeidsbord,qualified
E067,uren_produksjon,qualified
E068,ren_arbeidsbord,qualified
E068,ren_poliklinikker_lospakk,qualified
E068,ren_sterrad,qualified
E069,ren_arbeidsbord,qualified
E069,ren_kontrollsone,qualified
E069,ren_poliklinikker_lospakk,qualified
E069,ren_sterrad,qualified
E069,uren_produksjon,qualified
